caseid,sex,ybirth,mbirth,ZQ03,JC_1,JC_41,ZQ08A,ZQ08B,ZQ08C,ZQ08D,ZQ08E,ZQ08F,ZQ08G,ZQ08H,ZQ11_A,ZQ11_B,ZQ11_C,ZQ11_D,ZQ11_E,ZQ11_F,ZQ11_G,ZQ11_H,ZQ11_I,ZQ11_J,ZQ11_K,ZQ11_L,ZQ11_M,ZQ11_N,ZQ11_O,ZQ12,ZQ14_1A,ZQ14_1B,ZQ14_1C,ZQ14_1D,ZQ23A,ZQ23B,ZQ23C,ZQ23D,ZQ24,ZQ25,ZQ26A,ZQ26B,ZQ26C,ZQ26D,ZQ26E,ZQ26F,ZQ30D,ZQ35,ZQ39A,ZQ42,ZQ43,ZQ47A,ZQ47B,ZQ47C,ZQ50,ZQ52A,ZQ52Y,ZQ54A,ZQ54B,ZQ54C,ZQ54D,ZQ61_A,ZQ61_B,ZQ61_C,ZQ61_D,ZQ61_E,ZQ61_F,ZQ61_G,ZQ61_H,ZQ61_I,ZQ62
10365,1,1984,9,1,12,6,5,1,1,4,6,6,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,2,0,0,5,8,5,5,3,2,3,3,4,2,3,5,4,8,2,8,1,3,15,8,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10366,2,1983,8,2,10,88,4,1,1,4,1,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,3,0,0,0,1,3,5,1,4,1,3,5,5,2,5,3,5,1,5,5,9,3,2,7,7,2,1,80,4,5,5,5,1,2,2,2,2,2,2,2,2,1
10367,2,1979,9,1,3,8,1,1,1,3,4,3,1,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,0,0,2,3,8,2,2,2,3,3,3,3,3,4,4,2,5,2,1,3,4,99,7,1,8,888,8,8,8,8,2,2,2,2,2,2,2,1,2,1
10368,2,1985,7,1,3,8,5,3,3,2,4,3,3,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,3,1,0,1,0,2,8,5,2,2,4,3,3,4,3,4,3,3,6,3,2,4,5,15,9,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10369,1,1985,1,2,11,88,5,1,1,4,6,1,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,5,8,5,4,3,1,4,5,2,5,2,5,3,4,3,9,3,2,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10370,1,1984,1,1,2,10,6,1,1,4,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,8,2,2,1,3,5,5,3,5,4,5,2,5,2,1,2,1,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10371,1,1981,5,1,3,99,6,6,4,1,4,4,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,0,0,9,8,9,9,9,3,4,3,3,4,3,5,3,6,3,99,9,3,99,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10372,1,1976,2,1,2,8,6,4,6,3,6,6,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,1,1,1,2,8,2,2,1,3,5,4,4,5,3,5,3,6,3,9,2,6,15,6,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,1
10373,1,1974,9,2,10,88,5,2,3,4,6,6,5,4,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,4,0,1,0,0,5,8,2,2,1,2,2,2,4,2,4,5,5,10,3,9,1,6,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,5
10374,2,1981,8,1,3,3,6,3,1,4,1,1,1,4,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,0,1,1,0,2,2,1,2,1,3,3,3,3,3,3,5,4,7,5,10,4,4,8,8,2,2,53,6,6,6,6,2,2,2,1,2,2,2,2,2,1
10375,2,1983,9,1,12,2,6,3,4,4,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,0,0,0,1,6,8,5,4,3,3,3,3,3,3,3,4,3,4,5,9,2,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
10376,2,1973,8,1,1,3,6,1,1,4,1,1,1,3,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,3,0,0,1,0,3,2,2,2,1,2,5,5,2,5,1,2,1,5,5,10,3,5,8,9,2,2,38,6,6,4,6,2,1,2,2,2,2,2,2,2,1
10377,1,1977,11,1,2,12,4,2,3,4,3,4,5,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,0,0,0,1,5,8,2,2,1,2,4,4,2,4,3,5,4,7,5,9,3,6,15,6,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10378,1,1975,8,1,6,8,6,1,3,5,5,4,4,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,0,0,0,2,3,2,7,7,1,2,5,5,2,5,3,5,2,6,2,9,3,6,4,6,2,2,54,5,4,5,4,2,1,2,2,2,2,2,2,2,2
10379,1,1977,3,1,2,10,6,1,4,4,5,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,1,0,3,8,2,2,1,3,5,5,2,2,2,4,2,5,3,9,1,6,15,6,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10380,2,1986,3,1,12,7,4,1,4,4,2,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,5,8,5,4,3,1,3,4,2,4,2,5,2,7,5,9,1,4,15,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10381,1,1973,10,1,3,10,4,4,3,5,6,6,6,6,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,3,0,1,0,0,2,3,1,1,2,2,4,4,3,4,3,4,2,6,3,9,3,5,1,5,2,1,75,1,1,2,2,2,2,2,1,2,2,2,2,2,2
10382,1,1976,12,1,2,10,6,6,6,5,4,6,5,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,4,1,0,1,0,2,8,2,2,2,3,4,5,2,5,3,5,4,2,4,9,2,6,15,9,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10383,2,1972,7,1,2,8,5,1,1,5,1,1,3,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,0,0,5,5,1,1,1,1,5,4,2,5,2,5,1,4,5,2,2,8,9,10,2,2,47,4,2,5,5,1,2,2,2,2,2,2,2,2,3
10384,2,1981,9,1,2,10,6,1,3,5,1,3,4,4,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,0,0,1,1,4,8,2,1,1,3,5,4,3,9,9,4,1,4,2,9,4,6,15,14,1,8,888,8,8,8,8,2,2,2,2,1,2,2,2,2,4
10385,1,1985,6,1,12,7,6,1,5,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,0,0,1,3,8,5,3,3,1,3,4,2,3,2,5,2,8,3,10,3,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10386,1,1985,10,1,12,4,6,6,4,3,2,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,8,2,1,3,1,5,5,2,5,1,5,2,10,2,9,1,3,15,3,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10387,1,1981,9,2,11,88,4,6,4,4,3,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,5,8,9,5,3,2,2,3,4,4,4,5,2,4,3,9,3,1,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10388,1,1981,9,1,3,9,3,1,3,2,5,6,6,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,0,1,0,0,3,8,2,2,1,1,3,5,2,5,2,5,2,7,3,2,2,5,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10389,1,1980,1,1,2,9,6,1,4,5,6,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,5,1,2,0,0,2,2,1,1,1,3,3,1,4,1,5,4,3,6,3,2,3,6,15,7,4,2,55,3,4,4,3,1,2,2,2,2,2,2,2,2,2
10390,2,1984,11,1,12,6,6,1,1,4,3,3,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,5,2,3,2,5,5,2,3,3,5,2,6,4,9,3,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10391,2,1975,1,2,10,88,6,1,1,5,1,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,3,0,0,1,1,4,5,2,2,1,2,4,4,3,4,3,3,1,4,2,9,3,1,7,7,2,2,45,1,1,1,3,2,2,2,2,1,2,2,2,2,2
10392,2,1974,8,2,10,88,4,1,1,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,5,2,5,5,1,2,4,5,2,4,3,5,2,5,3,2,2,1,7,7,2,1,72,6,6,6,5,2,2,2,2,1,2,2,2,2,3
10393,1,1986,3,2,11,88,6,6,3,3,3,2,6,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,0,0,0,5,8,2,2,3,3,5,1,1,1,1,5,1,4,1,1,1,2,15,2,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10394,2,1979,3,1,4,8,6,1,4,5,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,4,2,1,1,0,2,8,1,1,1,2,3,5,2,5,3,5,2,6,4,10,3,4,15,4,4,9,999,6,6,5,6,1,2,2,2,2,2,2,2,2,2
10395,1,1974,3,1,2,11,6,2,2,5,5,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,1,5,4,2,2,1,2,3,5,4,5,4,5,2,5,4,9,4,8,2,14,2,2,48,1,3,3,3,1,2,2,2,2,2,2,2,2,2
10396,2,1977,5,1,7,8,4,1,1,6,2,3,4,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,0,1,4,5,2,4,1,1,4,4,2,4,2,5,1,4,4,1,1,6,10,11,2,2,46,6,6,6,6,2,2,1,2,2,2,2,2,2,2
10397,1,1975,3,1,2,11,4,2,3,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,5,8,5,4,1,3,3,4,3,3,3,5,2,5,2,9,2,9,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10398,1,1983,6,1,2,13,4,4,4,4,6,6,6,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,1,5,8,5,3,1,4,3,3,3,3,2,3,2,8,3,10,3,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10399,2,1977,10,2,10,88,6,1,1,5,1,1,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,1,0,4,3,5,3,1,3,3,4,4,4,3,4,2,6,3,2,4,1,6,6,2,1,81,6,6,6,5,2,2,2,2,1,2,2,2,2,2
10400,1,1982,2,1,2,8,6,1,3,4,1,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,0,5,8,2,2,1,2,5,5,5,5,2,5,2,5,5,9,2,8,15,8,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10401,2,1975,3,1,3,5,6,4,4,4,3,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,0,0,5,5,1,2,1,3,3,4,4,3,3,5,2,5,4,9,3,4,8,9,2,1,73,6,6,5,5,1,2,2,2,2,2,2,2,2,3
10402,2,1986,1,1,3,8,6,2,3,5,4,3,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,2,8,2,2,1,1,5,5,1,2,1,2,1,5,2,10,3,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10403,2,1983,11,2,11,88,5,1,2,6,3,4,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,1,6,8,5,6,3,1,5,4,2,3,1,5,1,3,5,4,1,1,15,6,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10404,2,1975,3,1,2,8,6,1,3,5,1,1,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,0,0,4,6,2,1,1,2,4,5,3,4,3,4,2,5,5,1,4,6,8,9,2,2,49,5,4,5,5,1,2,2,2,2,2,2,2,2,3
10405,1,1986,12,1,12,4,6,2,6,4,6,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,0,0,5,8,2,2,3,2,5,5,3,4,3,5,3,5,3,9,3,3,15,3,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10406,2,1981,2,2,10,88,6,6,4,6,1,4,4,6,1,2,2,2,2,1,2,2,2,2,1,2,1,2,2,3,1,0,1,0,2,8,3,3,2,4,3,4,3,3,3,3,4,8,4,9,3,2,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10407,2,1974,6,1,3,4,6,6,6,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,3,0,0,0,1,2,3,7,2,1,3,5,4,4,4,3,5,4,8,5,9,3,3,7,8,2,2,48,6,6,6,6,1,2,2,2,2,2,2,2,2,2
10408,1,1983,6,1,12,2,6,1,2,5,4,1,5,4,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,6,8,7,2,3,2,3,5,2,4,3,5,2,4,5,9,1,2,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10409,2,1972,6,1,2,8,6,1,3,5,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,2,2,2,3,1,2,2,3,3,3,3,5,4,7,3,1,4,6,7,8,2,1,70,6,6,6,6,1,2,2,2,2,2,2,2,2,5
10410,1,1985,10,1,12,9,9,9,9,4,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,0,5,8,5,2,3,3,5,4,3,4,2,5,9,99,2,9,3,99,99,99,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10411,2,1980,6,1,2,8,6,1,3,5,2,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,0,0,0,3,2,9,9,1,3,4,5,3,3,2,5,2,6,3,5,4,5,6,14,2,2,55,6,5,5,6,2,2,2,2,1,2,2,2,2,4
10412,1,1979,7,1,2,10,6,2,2,6,6,6,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,0,0,6,8,5,2,1,4,3,4,4,3,5,3,3,4,3,9,1,8,15,12,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,3
10413,1,1976,7,1,2,11,6,1,2,5,6,6,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,4,2,2,1,1,5,5,2,5,2,5,1,5,5,9,3,8,1,8,2,2,52,1,1,3,4,2,2,1,2,2,2,2,2,2,1
10414,2,1974,9,1,3,7,6,5,6,1,6,6,6,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,5,0,0,0,1,2,8,7,7,1,4,3,3,5,2,5,1,5,9,5,9,4,5,15,5,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,5
10415,2,1977,1,1,8,3,6,6,1,6,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,4,1,1,0,0,1,9,9,9,1,1,2,5,2,4,2,5,2,8,3,2,4,99,99,99,2,1,77,6,6,6,6,2,2,2,2,2,2,2,2,1,1
10416,1,1972,10,1,2,9,3,1,1,6,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,0,1,0,2,8,2,1,1,3,4,3,2,3,2,5,2,7,3,10,2,2,15,14,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10417,2,1985,1,2,11,88,3,1,1,5,5,4,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,0,0,1,5,8,5,4,3,1,5,5,2,5,1,5,1,5,3,9,4,14,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,2
10418,1,1975,9,1,2,11,5,1,2,4,4,5,5,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,8,1,2,1,2,4,3,3,4,3,4,3,7,5,9,2,6,99,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10419,1,1979,2,1,2,12,4,4,1,5,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,0,5,5,5,3,1,3,5,5,2,4,3,5,3,5,3,5,2,8,1,8,2,2,53,1,2,3,3,1,2,2,2,2,2,2,2,2,4
10420,2,1980,9,1,2,9,6,2,3,4,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,4,8,5,2,1,4,4,2,3,1,4,5,4,8,2,9,3,99,15,99,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10421,1,1986,1,1,12,5,6,4,4,3,5,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,2,2,3,2,4,5,3,4,2,5,2,4,2,1,4,4,15,4,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10422,2,1978,4,1,2,9,6,5,6,3,4,4,4,4,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,3,0,0,1,0,3,5,2,1,1,3,5,3,4,3,4,5,3,6,5,10,4,7,7,9,2,2,54,4,6,6,4,2,2,2,2,1,2,2,2,2,2
10423,2,1976,1,2,10,88,6,1,1,5,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,3,2,2,1,2,2,5,2,4,3,5,2,5,3,1,2,1,7,14,2,1,76,6,6,6,6,2,2,1,2,2,2,2,2,2,2
10424,1,1980,1,1,2,8,4,1,4,3,2,4,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,0,0,5,8,1,2,1,1,3,3,3,3,2,5,2,4,5,1,1,8,99,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10425,2,1974,8,2,10,88,5,1,3,5,1,1,1,3,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,3,0,0,1,1,4,2,5,2,1,3,3,4,3,4,3,4,2,5,3,1,2,2,7,7,2,1,73,5,6,5,6,2,1,2,2,2,2,2,2,2,2
10426,1,1985,11,2,10,88,5,2,2,6,1,3,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,0,0,0,3,8,7,7,1,3,5,5,2,4,1,5,1,4,5,9,2,5,99,5,1,8,888,8,8,8,8,2,1,2,2,2,2,2,2,2,1
10427,1,1976,6,1,99,8,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,0,0,0,0,2,8,2,2,1,3,5,5,5,5,5,5,5,10,6,10,4,14,99,99,1,8,888,8,8,8,8,2,2,2,2,2,2,2,2,1,3
10428,2,1977,7,1,2,12,4,6,3,4,6,6,6,6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,6,5,5,4,1,1,4,5,2,5,2,5,2,3,5,9,1,10,7,11,2,1,77,1,1,1,1,2,2,2,2,2,2,1,2,2,1
10429,1,1977,12,1,2,10,6,2,3,4,6,4,5,5,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,0,0,0,1,6,8,4,3,1,2,4,4,3,4,3,5,4,7,2,1,2,8,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10430,1,1980,6,1,7,12,1,3,3,2,6,6,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,5,3,2,2,2,2,5,5,2,5,2,5,1,4,2,1,2,7,6,9,2,2,55,1,1,1,2,2,2,1,2,2,2,2,2,2,1
10431,1,1977,4,1,2,8,3,1,3,5,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,3,2,2,1,3,4,5,3,3,3,5,3,6,2,3,1,7,5,8,2,2,57,3,3,4,4,1,2,2,2,2,2,2,2,2,4
10432,2,1984,7,1,12,3,6,2,3,4,6,6,6,4,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,4,0,0,0,0,5,8,2,2,3,2,5,5,3,2,3,5,3,6,5,9,3,3,15,7,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10433,2,1981,10,2,10,88,5,4,6,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,0,0,0,2,2,2,2,1,3,3,5,4,4,3,4,3,10,5,9,4,2,3,9,2,1,81,5,6,6,4,1,2,2,2,2,2,2,2,2,1
10434,2,1983,3,1,2,13,6,1,2,5,6,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,1,0,5,8,5,4,1,3,2,3,3,3,3,4,2,6,5,9,2,5,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10435,1,1982,3,1,2,10,6,2,1,4,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,0,0,5,8,1,2,1,3,4,4,3,4,2,5,3,5,4,9,3,8,15,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10436,2,1983,3,1,3,8,5,1,3,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,0,5,5,1,3,1,3,3,4,3,4,3,5,2,8,5,9,3,6,6,8,2,2,57,2,5,4,4,1,2,2,2,2,2,2,2,2,2
10437,1,1981,2,1,2,12,6,1,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,2,5,4,2,4,1,1,5,5,2,5,2,5,1,3,5,9,2,7,3,8,2,1,80,1,1,1,1,2,1,2,2,2,2,2,2,2,1
10438,1,1974,3,1,2,12,6,4,6,4,6,6,6,5,2,1,1,2,2,1,1,2,2,1,1,2,1,2,2,4,1,1,0,1,2,2,7,7,2,5,2,3,4,4,3,1,2,9,2,9,4,6,4,7,2,2,48,1,1,1,4,1,2,2,2,2,2,2,2,2,2
10439,2,1980,7,1,3,8,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,0,0,0,0,3,8,2,2,1,2,5,5,1,5,1,5,1,5,3,9,3,4,99,5,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10440,1,1983,4,1,12,8,5,2,2,4,6,6,6,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,0,0,2,0,3,8,5,5,3,3,4,4,2,4,2,2,9,5,5,9,1,2,99,9,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10441,1,1975,7,1,4,10,6,1,2,5,6,6,6,5,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,0,0,1,1,5,8,1,2,1,4,3,3,4,2,4,5,5,7,3,1,3,6,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10442,2,1983,10,1,2,8,4,3,5,2,3,3,4,4,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,3,0,0,0,2,3,8,2,2,9,1,3,3,4,3,3,4,2,5,2,1,3,5,99,10,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10443,1,1972,1,1,6,12,4,2,3,5,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,4,1,0,0,0,3,5,2,1,1,4,2,3,4,4,4,4,4,8,5,9,1,7,1,7,2,9,999,2,4,4,3,2,1,2,2,2,2,2,2,2,4
10444,2,1985,10,1,2,8,4,1,1,5,6,5,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,0,2,8,2,2,1,3,5,5,3,3,3,5,2,6,2,9,2,4,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,3
10445,1,1980,11,1,7,7,5,1,1,6,5,3,5,3,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,5,1,0,0,1,2,8,2,2,2,2,1,5,5,3,3,3,3,7,5,1,4,14,15,4,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,1
10446,2,1981,4,1,2,10,5,1,2,5,5,6,5,5,1,2,2,2,2,2,2,2,2,1,2,1,1,2,1,5,1,0,0,0,5,8,4,2,1,4,4,3,1,4,3,3,3,4,4,1,3,6,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10447,1,1972,1,1,3,12,6,1,1,6,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,0,1,5,3,1,1,1,3,4,3,4,4,3,3,2,99,3,9,1,10,8,99,2,1,70,1,1,1,1,1,2,2,2,2,2,2,2,2,1
10448,1,1985,5,1,2,8,6,1,1,6,6,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,2,8,2,4,1,1,5,5,1,5,1,5,1,7,1,9,2,6,99,10,1,8,888,8,8,8,8,2,2,2,1,2,2,2,2,2,1
10449,1,1981,12,1,3,12,4,1,1,6,6,6,5,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,2,0,0,0,0,5,8,7,7,1,1,5,5,1,5,1,5,2,4,2,9,2,6,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10450,2,1977,10,1,2,8,6,1,1,5,4,5,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,2,8,1,1,1,1,5,4,2,3,2,5,4,7,5,9,3,5,15,14,1,8,888,8,8,8,8,2,2,2,2,2,1,2,2,2,4
10451,2,1976,1,1,2,8,5,2,3,6,1,2,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,0,1,2,2,7,7,1,2,3,5,3,3,3,4,2,6,5,9,4,5,5,7,2,2,50,6,5,5,4,1,2,2,2,2,2,2,2,2,3
10452,2,1976,1,1,2,10,6,1,4,5,4,4,4,4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,2,8,7,1,1,2,3,2,4,3,4,5,3,7,5,9,2,6,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,3
10453,2,1984,7,2,11,88,6,2,2,4,6,6,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,5,8,5,3,3,3,3,3,2,3,2,5,1,5,5,10,4,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10454,2,1976,7,1,2,10,6,1,3,4,1,4,4,3,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,3,2,0,0,2,2,5,2,1,1,3,3,3,4,3,4,4,3,6,3,9,3,5,5,7,2,2,46,3,4,4,4,1,2,2,2,2,2,2,2,2,3
10455,1,1972,8,1,2,9,6,1,1,6,3,3,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,0,5,8,5,4,1,2,4,4,2,4,2,5,1,3,5,2,2,8,15,8,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,2
10456,1,1983,12,1,2,9,6,2,3,5,6,6,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,3,8,5,4,1,3,1,3,3,3,3,5,3,8,3,10,4,2,15,14,1,8,888,8,8,8,8,1,2,2,2,2,2,2,2,2,4
